cd,dt,ncv,cv,cr,ov,hv,lv
KOSPI,20190827,1924.6,8.29,0.43,1928.98,1937.42,1919.28
KOSPI,20190826,1916.31,-31.99,-1.64,1915.34,1924.49,1909.92
KOSPI,20190823,1948.3,-2.71,-0.14,1942.42,1953.85,1940.6
KOSPI,20190822,1951.01,-13.64,-0.69,1966.6,1967.96,1951.01
KOSPI,20190821,1964.65,4.4,0.22,1954.57,1971.12,1954.47
KOSPI,20190820,1960.25,20.35,1.05,1942.99,1964.16,1937.53
KOSPI,20190819,1939.9,12.73,0.66,1936.64,1943.09,1931.44
KOSPI,20190816,1927.17,-11.2,-0.58,1921.49,1927.7,1911.72
KOSPI,20190814,1938.37,12.54,0.65,1946.18,1952.22,1937.23
KOSPI,20190813,1925.83,-16.46,-0.85,1928.76,1937.68,1923.58
KOSPI,20190812,1942.29,4.54,0.23,1941.53,1949.19,1933.25
KOSPI,20190809,1937.75,17.14,0.89,1940.06,1946.94,1936.14
KOSPI,20190808,1920.61,10.9,0.57,1926.28,1937.95,1915.81
KOSPI,20190807,1909.71,-7.79,-0.41,1925.33,1929.29,1901.61
KOSPI,20190806,1917.5,-29.48,-1.51,1900.36,1948.53,1891.81
KOSPI,20190805,1946.98,-51.15,-2.56,1985.93,1987.64,1945.39
KOSPI,20190802,1998.13,-19.21,-0.95,1995.31,2005.31,1987.12
KOSPI,20190801,2017.34,-7.21,-0.36,2015.09,2032.23,2009.33
KOSPI,20190731,2024.55,-14.13,-0.69,2036.46,2041.16,2010.95
KOSPI,20190730,2038.68,9.2,0.45,2035.32,2044.59,2032.61
KOSPI,20190729,2029.48,-36.78,-1.78,2059.13,2063.13,2025.01
KOSPI,20190726,2066.26,-8.22,-0.4,2063.35,2068.16,2054.64
KOSPI,20190725,2074.48,-7.82,-0.38,2085.67,2088.81,2061.08
KOSPI,20190724,2082.3,-19.15,-0.91,2097.16,2105.68,2080.66
KOSPI,20190723,2101.45,8.11,0.39,2095.76,2106.39,2095.38
KOSPI,20190722,2093.34,-1.02,-0.05,2090.35,2099.34,2087.51
KOSPI,20190719,2094.36,27.81,1.35,2080.21,2096.73,2076.51
KOSPI,20190718,2066.55,-6.37,-0.31,2068.66,2073.2,2061.33
KOSPI,20190717,2072.92,-18.95,-0.91,2079.91,2080.01,2063.49
KOSPI,20190716,2091.87,9.39,0.45,2084.46,2096.67,2078.74
KOSPI,20190715,2082.48,-4.18,-0.2,2083.39,2088.34,2073.1
KOSPI,20190712,2086.66,6.08,0.29,2083.53,2090.43,2077.35
KOSPI,20190711,2080.58,21.8,1.06,2070.59,2088.24,2070.21
KOSPI,20190710,2058.78,6.75,0.33,2061.55,2068.2,2056.48
KOSPI,20190709,2052.03,-12.14,-0.59,2070.35,2075.3,2052.03
KOSPI,20190708,2064.17,-46.42,-2.2,2091.91,2092.54,2063.78
KOSPI,20190705,2110.59,1.86,0.09,2111.0,2115.43,2096.23
KOSPI,20190704,2108.73,12.71,0.61,2102.36,2108.8,2088.97
KOSPI,20190703,2096.02,-26.0,-1.23,2120.75,2127.71,2093.32
KOSPI,20190702,2122.02,-7.72,-0.36,2122.07,2130.86,2112.52
KOSPI,20190701,2129.74,-0.88,-0.04,2147.24,2147.24,2126.87
KOSPI,20190628,2130.62,-3.7,-0.17,2135.06,2139.24,2123.97
KOSPI,20190627,2134.32,12.47,0.59,2120.73,2141.27,2118.22
KOSPI,20190626,2121.85,0.21,0.01,2120.2,2128.25,2115.72
KOSPI,20190625,2121.64,-4.69,-0.22,2125.74,2136.24,2115.11
KOSPI,20190624,2126.33,0.71,0.03,2130.32,2134.48,2123.88
KOSPI,20190621,2125.62,-5.67,-0.27,2132.38,2132.68,2120.15
KOSPI,20190620,2131.29,6.51,0.31,2121.78,2131.77,2120.42
KOSPI,20190619,2124.78,26.07,1.24,2119.54,2126.74,2117.64
KOSPI,20190618,2098.71,7.98,0.38,2089.31,2103.02,2089.31
KOSPI,20190617,2090.73,-4.68,-0.22,2091.71,2103.59,2087.25
KOSPI,20190614,2095.41,-7.74,-0.37,2096.32,2103.02,2087.47
KOSPI,20190613,2103.15,-5.6,-0.27,2104.46,2108.01,2081.92
KOSPI,20190612,2108.75,-3.06,-0.14,2111.66,2118.89,2104.41
KOSPI,20190611,2111.81,12.32,0.59,2096.09,2114.57,2094.6
KOSPI,20190610,2099.49,27.16,1.31,2087.37,2099.65,2075.51
KOSPI,20190607,2072.33,3.22,0.16,2070.78,2081.16,2057.97
KOSPI,20190605,2069.11,2.14,0.1,2084.16,2086.49,2065.71
KOSPI,20190604,2066.97,-0.88,-0.04,2066.78,2072.19,2060.98
KOSPI,20190603,2067.85,26.11,1.28,2031.03,2070.58,2029.17
KOSPI,20190531,2041.74,2.94,0.14,2029.03,2048.9,2022.97
KOSPI,20190530,2038.8,15.48,0.77,2024.33,2040.66,2023.91
KOSPI,20190529,2023.32,-25.51,-1.25,2046.71,2046.71,2016.25
KOSPI,20190528,2048.83,4.62,0.23,2044.77,2058.42,2038.52
KOSPI,20190527,2044.21,-1.1,-0.05,2044.25,2055.13,2035.87
KOSPI,20190524,2045.31,-14.28,-0.69,2047.3,2057.38,2035.98
KOSPI,20190523,2059.59,-5.27,-0.26,2063.25,2065.86,2046.82
KOSPI,20190522,2064.86,3.61,0.18,2068.65,2070.8,2048.01
KOSPI,20190521,2061.25,5.54,0.27,2056.95,2076.47,2053.69
KOSPI,20190520,2055.71,-0.09,0.0,2066.53,2077.1,2051.69
KOSPI,20190517,2055.8,-11.89,-0.58,2081.57,2082.83,2053.79
KOSPI,20190516,2067.69,-25.09,-1.2,2094.88,2095.58,2062.44
KOSPI,20190515,2092.78,10.94,0.53,2081.92,2100.01,2076.46
KOSPI,20190514,2081.84,2.83,0.14,2060.24,2093.41,2056.74
KOSPI,20190513,2079.01,-29.03,-1.38,2091.8,2101.09,2077.72
KOSPI,20190510,2108.04,6.03,0.29,2118.42,2124.92,2090.39
KOSPI,20190509,2102.01,-66.0,-3.04,2159.79,2164.98,2102.01
KOSPI,20190508,2168.01,-8.98,-0.41,2151.34,2179.34,2151.34
KOSPI,20190507,2176.99,-19.33,-0.88,2172.39,2179.51,2160.44
KOSPI,20190503,2196.32,-16.43,-0.74,2209.44,2211.36,2192.36
KOSPI,20190502,2212.75,9.16,0.42,2192.94,2217.03,2191.3
KOSPI,20190430,2203.59,-12.84,-0.58,2213.43,2215.77,2186.33
KOSPI,20190429,2216.43,37.12,1.7,2183.41,2216.43,2181.82
KOSPI,20190426,2179.31,-11.19,-0.51,2178.13,2186.52,2168.15
KOSPI,20190425,2190.5,-10.53,-0.48,2195.47,2200.89,2187.44
KOSPI,20190424,2201.03,-19.48,-0.88,2229.75,2229.75,2190.29
KOSPI,20190423,2220.51,3.86,0.17,2217.61,2223.92,2212.14
KOSPI,20190422,2216.65,0.5,0.02,2218.5,2227.94,2207.25
KOSPI,20190419,2216.15,2.38,0.11,2223.42,2225.37,2215.58
KOSPI,20190418,2213.77,-32.12,-1.43,2248.8,2250.11,2210.43
KOSPI,20190417,2245.89,-2.74,-0.12,2249.05,2252.05,2242.01
KOSPI,20190416,2248.63,5.75,0.26,2241.06,2249.89,2235.72
KOSPI,20190415,2242.88,9.43,0.42,2242.31,2251.22,2240.29
KOSPI,20190412,2233.45,9.01,0.41,2221.1,2233.45,2212.88
KOSPI,20190411,2224.44,0.05,0.0,2227.69,2230.41,2217.18
KOSPI,20190410,2224.39,10.83,0.49,2206.2,2225.02,2203.82
KOSPI,20190409,2213.56,2.96,0.13,2212.32,2221.62,2203.54
KOSPI,20190408,2210.6,0.99,0.04,2217.66,2217.87,2202.49
KOSPI,20190405,2209.61,3.08,0.14,2206.36,2214.82,2205.26
KOSPI,20190404,2206.53,3.26,0.15,2201.04,2216.15,2198.66
KOSPI,20190403,2203.27,26.09,1.2,2176.81,2203.29,2172.83
KOSPI,20190402,2177.18,8.9,0.41,2177.2,2181.37,2171.84
KOSPI,20190401,2168.28,27.61,1.29,2153.31,2171.49,2153.31
KOSPI,20190329,2140.67,12.57,0.59,2138.45,2143.3,2124.07
KOSPI,20190328,2128.1,-17.52,-0.82,2131.25,2136.4,2120.93
KOSPI,20190327,2145.62,-3.18,-0.15,2147.19,2152.91,2132.42
KOSPI,20190326,2148.8,3.94,0.18,2152.98,2153.9,2143.63
KOSPI,20190325,2144.86,-42.09,-1.92,2158.8,2159.25,2143.7
KOSPI,20190322,2186.95,2.07,0.09,2192.72,2195.42,2178.77
KOSPI,20190321,2184.88,7.78,0.36,2183.11,2200.32,2173.7
KOSPI,20190320,2177.1,-0.52,-0.02,2171.41,2177.19,2152.21
KOSPI,20190319,2177.62,-1.87,-0.09,2183.03,2183.76,2171.05
KOSPI,20190318,2179.49,3.38,0.16,2179.69,2183.9,2172.34
KOSPI,20190315,2176.11,20.43,0.95,2152.96,2181.77,2152.59
KOSPI,20190314,2155.68,7.27,0.34,2154.35,2158.34,2142.31
KOSPI,20190313,2148.41,-8.77,-0.41,2152.66,2154.11,2134.16
KOSPI,20190312,2157.18,19.08,0.89,2154.61,2161.69,2150.96
KOSPI,20190311,2138.1,0.66,0.03,2140.29,2145.31,2125.54
KOSPI,20190308,2137.44,-28.35,-1.31,2152.8,2159.67,2137.44
KOSPI,20190307,2165.79,-9.81,-0.45,2173.19,2181.19,2155.19
KOSPI,20190306,2175.6,-3.63,-0.17,2177.11,2179.01,2168.46
KOSPI,20190305,2179.23,-11.43,-0.52,2183.35,2185.74,2171.33
KOSPI,20190304,2190.66,-4.78,-0.22,2210.97,2216.02,2188.56
KOSPI,20190228,2195.44,-39.35,-1.76,2231.58,2233.93,2195.44
KOSPI,20190227,2234.79,8.19,0.37,2234.46,2237.77,2228.16
KOSPI,20190226,2226.6,-5.96,-0.27,2230.37,2235.7,2221.76
KOSPI,20190225,2232.56,2.06,0.09,2241.13,2241.76,2224.64
KOSPI,20190222,2230.5,1.84,0.08,2222.32,2230.5,2217.08
KOSPI,20190221,2228.66,-1.1,-0.05,2224.26,2234.31,2213.19
KOSPI,20190220,2229.76,24.13,1.09,2216.74,2234.68,2213.83
KOSPI,20190219,2205.63,-5.26,-0.24,2208.96,2213.87,2193.34
KOSPI,20190218,2210.89,14.8,0.67,2207.36,2217.32,2203.0
KOSPI,20190215,2196.09,-29.76,-1.34,2210.94,2210.94,2187.71
KOSPI,20190214,2225.85,24.37,1.11,2195.92,2225.85,2186.09
KOSPI,20190213,2201.48,11.01,0.5,2200.0,2203.71,2194.75
KOSPI,20190212,2190.47,9.74,0.45,2182.71,2195.05,2178.59
KOSPI,20190211,2180.73,3.68,0.17,2180.54,2181.58,2167.36
KOSPI,20190208,2177.05,-26.37,-1.2,2192.01,2192.48,2171.96
KOSPI,20190207,2203.42,-0.04,0.0,2215.77,2215.79,2196.77
KOSPI,20190201,2203.46,-1.39,-0.06,2211.93,2218.78,2201.41
KOSPI,20190131,2204.85,-1.35,-0.06,2222.88,2222.88,2201.22
KOSPI,20190130,2206.2,22.84,1.05,2183.49,2206.2,2177.88
KOSPI,20190129,2183.36,6.06,0.28,2172.83,2183.36,2162.53
KOSPI,20190128,2177.3,-0.43,-0.02,2184.41,2188.15,2169.17
KOSPI,20190125,2177.73,32.7,1.52,2147.92,2178.01,2146.64
KOSPI,20190124,2145.03,17.25,0.81,2127.88,2145.08,2125.48
KOSPI,20190123,2127.78,10.01,0.47,2108.72,2131.05,2106.74
KOSPI,20190122,2117.77,-6.84,-0.32,2126.03,2129.37,2108.91
KOSPI,20190121,2124.61,0.33,0.02,2133.87,2134.17,2114.45
KOSPI,20190118,2124.28,17.22,0.82,2116.43,2124.5,2113.44
KOSPI,20190117,2107.06,0.96,0.05,2110.14,2117.43,2101.7
KOSPI,20190116,2106.1,8.92,0.43,2098.65,2106.35,2091.92
KOSPI,20190115,2097.18,32.66,1.58,2069.14,2098.01,2067.58
KOSPI,20190114,2064.52,-11.05,-0.53,2070.49,2073.94,2059.46
KOSPI,20190111,2075.57,12.29,0.6,2070.36,2076.99,2063.99
KOSPI,20190110,2063.28,-1.43,-0.07,2065.73,2072.81,2057.16
KOSPI,20190109,2064.71,39.44,1.95,2034.19,2068.23,2034.19
KOSPI,20190108,2025.27,-11.83,-0.58,2038.68,2042.7,2023.59
KOSPI,20190107,2037.1,26.85,1.34,2034.24,2048.06,2030.9
KOSPI,20190104,2010.25,16.55,0.83,1992.4,2011.56,1984.53
KOSPI,20190103,1993.7,-16.3,-0.81,2011.81,2014.72,1991.65
KOSPI,20190102,2010.0,-31.04,-1.52,2050.55,2053.45,2004.27
KOSPI,20181228,2041.04,12.6,0.62,2036.7,2046.97,2035.41
KOSPI,20181227,2028.44,0.43,0.02,2032.09,2035.57,2021.39
KOSPI,20181226,2028.01,-27.0,-1.31,2028.81,2037.83,2014.28
KOSPI,20181224,2055.01,-6.48,-0.31,2053.29,2059.94,2052.24
KOSPI,20181221,2061.49,1.37,0.07,2052.7,2061.51,2049.76
KOSPI,20181220,2060.12,-18.72,-0.9,2063.7,2071.08,2047.52
KOSPI,20181219,2078.84,16.73,0.81,2068.95,2080.65,2063.01
KOSPI,20181218,2062.11,-8.98,-0.43,2057.39,2074.31,2054.26
KOSPI,20181217,2071.09,1.71,0.08,2071.21,2075.93,2065.51
KOSPI,20181214,2069.38,-26.17,-1.25,2095.64,2095.64,2061.4
KOSPI,20181213,2095.55,12.98,0.62,2087.43,2104.43,2084.37
KOSPI,20181212,2082.57,29.6,1.44,2062.77,2084.77,2061.13
KOSPI,20181211,2052.97,-0.82,-0.04,2058.16,2060.94,2047.17
KOSPI,20181210,2053.79,-21.97,-1.06,2048.45,2061.78,2043.21
KOSPI,20181207,2075.76,7.07,0.34,2081.68,2086.84,2065.62
KOSPI,20181206,2068.69,-32.62,-1.55,2094.62,2094.62,2064.0
KOSPI,20181205,2101.31,-13.04,-0.62,2086.57,2107.69,2086.57
KOSPI,20181204,2114.35,-17.58,-0.82,2125.67,2128.94,2105.45
KOSPI,20181203,2131.93,35.07,1.67,2127.78,2136.64,2113.6
KOSPI,20181130,2096.86,-17.24,-0.82,2116.83,2122.33,2093.83
KOSPI,20181129,2114.1,5.88,0.28,2133.95,2136.74,2108.9
KOSPI,20181128,2108.22,8.8,0.42,2104.13,2108.65,2094.32
KOSPI,20181127,2099.42,16.4,0.79,2091.75,2102.29,2079.49
KOSPI,20181126,2083.02,25.54,1.24,2060.17,2083.96,2060.17
KOSPI,20181123,2057.48,-12.47,-0.6,2073.26,2075.91,2047.96
KOSPI,20181122,2069.95,-6.6,-0.32,2079.01,2081.75,2066.2
KOSPI,20181121,2076.55,-6.03,-0.29,2057.07,2077.49,2049.76
KOSPI,20181120,2082.58,-17.98,-0.86,2074.67,2089.54,2074.67
KOSPI,20181119,2100.56,8.16,0.39,2096.13,2111.39,2089.37
KOSPI,20181116,2092.4,4.34,0.21,2097.94,2103.11,2086.54
KOSPI,20181115,2088.06,20.01,0.97,2061.47,2088.61,2058.73
KOSPI,20181114,2068.05,-3.18,-0.15,2071.41,2075.12,2060.86
KOSPI,20181113,2071.23,-9.21,-0.44,2047.62,2072.03,2032.05
KOSPI,20181112,2080.44,-5.65,-0.27,2065.92,2087.24,2065.52
KOSPI,20181109,2086.09,-6.54,-0.31,2093.89,2101.92,2082.47
KOSPI,20181108,2092.63,13.94,0.67,2109.97,2120.88,2092.36
KOSPI,20181107,2078.69,-10.93,-0.52,2090.32,2107.63,2072.48
KOSPI,20181106,2089.62,12.7,0.61,2085.81,2092.61,2068.59
KOSPI,20181105,2076.92,-19.08,-0.91,2079.81,2080.49,2052.67
KOSPI,20181102,2096.0,71.54,3.53,2046.61,2096.63,2044.94
KOSPI,20181101,2024.46,-5.23,-0.26,2035.11,2054.22,2023.43
KOSPI,20181031,2029.69,15.0,0.74,2022.84,2030.5,2006.63
KOSPI,20181030,2014.69,18.64,0.93,1985.95,2028.84,1985.95
KOSPI,20181029,1996.05,-31.1,-1.53,2026.68,2045.76,1993.77
KOSPI,20181026,2027.15,-36.15,-1.75,2066.57,2066.57,2008.86
KOSPI,20181025,2063.3,-34.28,-1.63,2046.67,2066.06,2033.81
KOSPI,20181024,2097.58,-8.52,-0.4,2119.19,2121.36,2092.1
KOSPI,20181023,2106.1,-55.61,-2.57,2147.3,2148.8,2094.69
KOSPI,20181022,2161.71,5.45,0.25,2143.08,2163.21,2136.92
KOSPI,20181019,2156.26,7.95,0.37,2130.06,2158.78,2117.62
KOSPI,20181018,2148.31,-19.2,-0.89,2158.8,2168.01,2146.61
KOSPI,20181017,2167.51,22.39,1.04,2169.44,2182.77,2159.37
KOSPI,20181016,2145.12,0.0,0.0,2156.0,2161.76,2140.19
KOSPI,20181015,2145.12,-16.73,-0.77,2155.34,2159.23,2141.28
KOSPI,20181012,2161.85,32.18,1.51,2131.66,2173.01,2129.13
KOSPI,20181011,2129.67,-98.94,-4.44,2176.16,2186.69,2129.67
KOSPI,20181010,2228.61,-25.22,-1.12,2256.03,2257.52,2222.95
KOSPI,20181008,2253.83,-13.69,-0.6,2258.73,2273.71,2253.83
KOSPI,20181005,2267.52,-6.97,-0.31,2269.94,2278.12,2250.99
KOSPI,20181004,2274.49,-35.08,-1.52,2311.06,2311.06,2270.22
KOSPI,20181002,2309.57,-29.31,-1.25,2338.28,2341.55,2308.9
KOSPI,20181001,2338.88,-4.19,-0.18,2349.64,2352.11,2333.32
KOSPI,20180928,2343.07,-12.36,-0.52,2356.13,2356.62,2337.47
KOSPI,20180927,2355.43,16.26,0.7,2331.7,2355.43,2331.7
KOSPI,20180921,2339.17,15.72,0.68,2332.04,2339.17,2325.12
KOSPI,20180920,2323.45,14.99,0.65,2314.41,2334.04,2311.56
KOSPI,20180919,2308.46,-0.52,-0.02,2319.22,2319.22,2301.79
KOSPI,20180918,2308.98,5.97,0.26,2287.73,2310.97,2287.42
KOSPI,20180917,2303.01,-15.24,-0.66,2314.55,2314.55,2295.26
KOSPI,20180914,2318.25,32.02,1.4,2304.7,2318.65,2304.15
KOSPI,20180913,2286.23,3.31,0.14,2285.28,2291.51,2281.63
KOSPI,20180912,2282.92,-0.28,-0.01,2286.28,2289.66,2271.0
KOSPI,20180911,2283.2,-5.46,-0.24,2286.91,2295.76,2275.13
KOSPI,20180910,2288.66,7.08,0.31,2277.35,2289.38,2276.6
KOSPI,20180907,2281.58,-6.03,-0.26,2278.08,2286.82,2264.9
KOSPI,20180906,2287.61,-4.16,-0.18,2288.8,2298.47,2284.5
KOSPI,20180905,2291.77,-23.95,-1.03,2310.9,2315.43,2288.01
KOSPI,20180904,2315.72,8.69,0.38,2308.96,2317.74,2302.17
KOSPI,20180903,2307.03,-15.85,-0.68,2317.93,2318.72,2302.17
KOSPI,20180831,2322.88,15.53,0.67,2298.13,2322.88,2295.72
KOSPI,20180830,2307.35,-1.68,-0.07,2313.11,2320.85,2305.46
KOSPI,20180829,2309.03,5.91,0.26,2304.66,2309.88,2300.21
KOSPI,20180828,2303.12,3.82,0.17,2312.14,2314.6,2299.45
KOSPI,20180827,2299.3,6.09,0.27,2297.32,2302.87,2289.41
KOSPI,20180824,2293.21,10.61,0.46,2276.16,2295.22,2271.35
KOSPI,20180823,2282.6,9.27,0.41,2282.57,2282.88,2268.06
KOSPI,20180822,2273.33,3.27,0.14,2273.68,2280.31,2268.91
KOSPI,20180821,2270.06,22.18,0.99,2248.04,2272.86,2244.59
KOSPI,20180820,2247.88,0.83,0.04,2257.35,2264.42,2245.06
KOSPI,20180817,2247.05,6.25,0.28,2244.61,2250.92,2240.14
KOSPI,20180816,2240.8,-18.11,-0.8,2233.05,2244.08,2218.09
KOSPI,20180814,2258.91,10.46,0.47,2249.86,2262.52,2247.37
KOSPI,20180813,2248.45,-34.34,-1.5,2266.43,2271.82,2238.55
KOSPI,20180810,2282.79,-20.92,-0.91,2295.21,2295.62,2277.89
KOSPI,20180809,2303.71,2.26,0.1,2303.04,2303.71,2291.91
KOSPI,20180808,2301.45,1.29,0.06,2305.73,2308.6,2298.41
KOSPI,20180807,2300.16,13.66,0.6,2290.85,2301.27,2279.55
KOSPI,20180806,2286.5,-1.18,-0.05,2288.51,2300.38,2283.26
KOSPI,20180803,2287.68,17.48,0.77,2278.33,2288.93,2272.94
KOSPI,20180802,2270.2,-36.87,-1.6,2304.14,2306.72,2265.46
KOSPI,20180801,2307.07,11.81,0.51,2301.17,2312.65,2301.13
KOSPI,20180731,2295.26,1.75,0.08,2292.23,2296.6,2286.02
KOSPI,20180730,2293.51,-1.48,-0.06,2290.18,2296.91,2283.29
KOSPI,20180727,2294.99,5.93,0.26,2292.33,2295.27,2284.44
KOSPI,20180726,2289.06,16.03,0.71,2284.51,2297.16,2276.54
KOSPI,20180725,2273.03,-7.17,-0.31,2284.38,2292.61,2269.67
KOSPI,20180724,2280.2,10.89,0.48,2273.15,2284.43,2263.13
KOSPI,20180723,2269.31,-19.88,-0.87,2289.61,2289.61,2264.42
KOSPI,20180720,2289.19,6.9,0.3,2281.36,2293.34,2269.55
KOSPI,20180719,2282.29,-7.82,-0.34,2298.91,2300.18,2278.94
KOSPI,20180718,2290.11,-7.81,-0.34,2313.78,2319.39,2287.1
KOSPI,20180717,2297.92,-4.07,-0.18,2302.95,2306.07,2290.24
KOSPI,20180716,2301.99,-8.91,-0.39,2312.26,2317.84,2299.79
KOSPI,20180713,2310.9,25.84,1.13,2293.07,2313.8,2293.07
KOSPI,20180712,2285.06,4.44,0.19,2285.93,2298.56,2277.73
KOSPI,20180711,2280.62,-13.54,-0.59,2277.22,2287.08,2262.77
KOSPI,20180710,2294.16,8.36,0.37,2299.09,2305.84,2292.13
KOSPI,20180709,2285.8,12.93,0.57,2276.92,2294.61,2267.25
KOSPI,20180706,2272.87,15.32,0.68,2261.44,2283.75,2247.35
KOSPI,20180705,2257.55,-7.91,-0.35,2264.74,2274.74,2243.9
KOSPI,20180704,2265.46,-7.3,-0.32,2270.95,2280.81,2261.34
KOSPI,20180703,2272.76,1.22,0.05,2285.88,2287.39,2252.36
KOSPI,20180702,2271.54,-54.59,-2.35,2322.23,2327.59,2271.53
KOSPI,20180629,2326.13,11.89,0.51,2325.68,2329.58,2296.39
KOSPI,20180628,2314.24,-27.79,-1.19,2327.37,2335.35,2310.8
KOSPI,20180627,2342.03,-8.89,-0.38,2349.38,2358.71,2342.02
KOSPI,20180626,2350.92,-6.96,-0.3,2334.75,2358.01,2326.61
KOSPI,20180625,2357.88,0.66,0.03,2351.89,2361.39,2337.22
KOSPI,20180622,2357.22,19.39,0.83,2323.08,2357.4,2320.76
KOSPI,20180621,2337.83,-26.08,-1.1,2364.16,2370.58,2337.83
KOSPI,20180620,2363.91,23.8,1.02,2350.24,2374.52,2345.22
KOSPI,20180619,2340.11,-36.13,-1.52,2373.12,2379.49,2336.54
KOSPI,20180618,2376.24,-27.8,-1.16,2404.68,2405.56,2365.31
KOSPI,20180615,2404.04,-19.44,-0.8,2432.18,2433.51,2403.97
KOSPI,20180614,2423.48,-45.35,-1.84,2450.86,2451.95,2422.37
KOSPI,20180612,2468.83,-1.32,-0.05,2474.78,2479.56,2462.84
KOSPI,20180611,2470.15,18.57,0.76,2454.25,2470.99,2448.0
KOSPI,20180608,2451.58,-19.0,-0.77,2467.88,2468.27,2449.11
KOSPI,20180607,2470.58,16.82,0.69,2468.26,2478.67,2466.01
KOSPI,20180605,2453.76,6.0,0.25,2450.39,2455.78,2432.81
KOSPI,20180604,2447.76,8.8,0.36,2444.62,2452.67,2441.25
KOSPI,20180601,2438.96,15.95,0.66,2419.63,2445.31,2418.11
KOSPI,20180531,2423.01,13.98,0.58,2428.83,2430.15,2415.5
KOSPI,20180530,2409.03,-48.22,-1.96,2446.81,2449.88,2399.58
KOSPI,20180529,2457.25,-21.71,-0.88,2476.7,2479.68,2457.18
KOSPI,20180528,2478.96,18.16,0.74,2465.0,2482.4,2463.14
KOSPI,20180525,2460.8,-5.21,-0.21,2452.8,2466.57,2444.77
KOSPI,20180524,2466.01,-5.9,-0.24,2477.48,2481.31,2457.84
KOSPI,20180523,2471.91,6.34,0.26,2462.98,2476.86,2460.07
KOSPI,20180521,2465.57,4.92,0.2,2464.07,2472.3,2447.69
KOSPI,20180518,2460.65,12.2,0.5,2459.73,2461.95,2452.34
KOSPI,20180517,2448.45,-11.37,-0.46,2468.72,2472.82,2448.43
KOSPI,20180516,2459.82,1.28,0.05,2446.64,2465.55,2444.67
KOSPI,20180515,2458.54,-17.57,-0.71,2476.87,2480.22,2456.2
KOSPI,20180514,2476.11,-1.6,-0.06,2482.97,2486.17,2471.91
KOSPI,20180511,2477.71,13.55,0.55,2469.3,2483.85,2468.41
KOSPI,20180510,2464.16,20.18,0.83,2458.67,2464.72,2448.01
KOSPI,20180509,2443.98,-5.83,-0.24,2450.71,2451.86,2428.79
KOSPI,20180508,2449.81,-11.57,-0.47,2468.45,2479.75,2444.08
KOSPI,20180504,2461.38,-25.87,-1.04,2486.47,2487.77,2461.38
KOSPI,20180503,2487.25,-18.36,-0.73,2506.94,2507.91,2487.25
KOSPI,20180502,2505.61,-9.77,-0.39,2515.75,2516.57,2501.71
KOSPI,20180430,2515.38,22.98,0.92,2502.29,2515.38,2500.22
KOSPI,20180427,2492.4,16.76,0.68,2497.75,2508.13,2484.19
KOSPI,20180426,2475.64,26.83,1.1,2460.62,2484.09,2456.2
KOSPI,20180425,2448.81,-15.33,-0.62,2444.19,2453.54,2436.51
KOSPI,20180424,2464.14,-9.97,-0.4,2478.47,2479.32,2454.44
KOSPI,20180423,2474.11,-2.22,-0.09,2473.7,2478.57,2466.57
KOSPI,20180420,2476.33,-9.77,-0.39,2478.59,2485.15,2472.37
KOSPI,20180419,2486.1,6.12,0.25,2483.26,2490.57,2476.51
KOSPI,20180418,2479.98,26.21,1.07,2467.55,2486.73,2467.55
KOSPI,20180417,2453.77,-3.72,-0.15,2459.39,2465.63,2449.08
KOSPI,20180416,2457.49,2.42,0.1,2466.04,2466.16,2449.97
KOSPI,20180413,2455.07,12.36,0.51,2449.42,2457.85,2442.35
KOSPI,20180412,2442.71,-1.51,-0.06,2450.95,2454.95,2441.58
KOSPI,20180411,2444.22,-6.52,-0.27,2456.53,2458.99,2441.2
KOSPI,20180410,2450.74,6.66,0.27,2439.94,2454.36,2419.55
KOSPI,20180409,2444.08,14.5,0.6,2424.15,2446.28,2424.15
KOSPI,20180406,2429.58,-7.94,-0.33,2420.88,2433.97,2417.24
KOSPI,20180405,2437.52,29.46,1.22,2426.92,2446.78,2420.92
KOSPI,20180404,2408.06,-34.37,-1.41,2447.97,2447.97,2405.91
KOSPI,20180403,2442.43,-1.73,-0.07,2422.26,2442.43,2416.44
KOSPI,20180402,2444.16,-1.69,-0.07,2454.72,2467.52,2440.89
KOSPI,20180330,2445.85,9.48,0.39,2454.1,2458.24,2445.72
KOSPI,20180329,2436.37,17.08,0.71,2421.7,2439.47,2413.71
KOSPI,20180328,2419.29,-32.77,-1.34,2425.94,2430.77,2409.47
KOSPI,20180327,2452.06,14.98,0.61,2455.0,2456.55,2444.92
KOSPI,20180326,2437.08,20.32,0.84,2414.68,2437.08,2399.44
KOSPI,20180323,2416.76,-79.26,-3.18,2446.73,2450.4,2412.62
KOSPI,20180322,2496.02,11.05,0.44,2494.84,2508.71,2485.34
KOSPI,20180321,2484.97,-0.55,-0.02,2488.22,2492.88,2483.78
KOSPI,20180320,2485.52,10.49,0.42,2456.8,2485.52,2456.8
KOSPI,20180319,2475.03,-18.94,-0.76,2491.99,2493.56,2470.91
KOSPI,20180316,2493.97,1.59,0.06,2495.11,2497.8,2476.88
KOSPI,20180315,2492.38,6.3,0.25,2486.0,2496.51,2471.04
KOSPI,20180314,2486.08,-8.41,-0.34,2477.43,2486.98,2474.77
