cd,dt,ncv,cv,cr,ov,hv,lv
KOSPI,19950524,848.63,-8.26,-0.96,857.12,859.25,847.26
KOSPI,19950523,856.89,-7.24,-0.84,862.83,865.12,856.89
KOSPI,19950522,864.13,-11.55,-1.32,875.0,875.0,863.64
KOSPI,19950520,875.68,-0.33,-0.04,876.32,876.32,869.63
KOSPI,19950519,876.01,-4.39,-0.5,881.03,883.88,875.02
KOSPI,19950518,880.4,-5.8,-0.65,885.41,888.4,879.57
KOSPI,19950517,886.2,0.87,0.1,885.04,892.91,884.53
KOSPI,19950516,885.33,-1.78,-0.2,887.49,891.05,884.8
KOSPI,19950515,887.11,-3.0,-0.34,890.23,894.48,887.09
KOSPI,19950513,890.11,4.0,0.45,886.74,896.3,886.74
KOSPI,19950512,886.11,1.32,0.15,884.33,889.11,878.49
KOSPI,19950511,884.79,-7.08,-0.79,891.15,893.17,884.13
KOSPI,19950510,891.87,-11.14,-1.23,903.18,904.6,891.77
KOSPI,19950509,903.01,-7.38,-0.81,910.2,914.52,901.86
KOSPI,19950508,910.39,-8.07,-0.88,917.84,917.84,909.47
KOSPI,19950506,918.46,-3.59,-0.39,921.57,927.36,918.45
KOSPI,19950504,922.05,1.32,0.14,920.66,929.08,920.66
KOSPI,19950503,920.73,14.69,1.62,906.02,929.83,906.02
KOSPI,19950502,906.04,9.04,1.01,896.16,906.86,896.16
KOSPI,19950429,897.0,0.16,0.02,896.0,900.57,893.93
KOSPI,19950428,896.84,2.96,0.33,893.76,899.68,877.35
KOSPI,19950427,893.88,13.15,1.49,882.39,897.9,882.39
KOSPI,19950426,880.73,1.95,0.22,878.92,887.86,878.92
KOSPI,19950425,878.78,1.89,0.22,876.38,881.96,871.65
KOSPI,19950424,876.89,-14.95,-1.68,891.4,891.4,876.89
KOSPI,19950422,891.84,-11.32,-1.25,902.98,903.47,891.42
KOSPI,19950421,903.16,-5.57,-0.61,908.8,921.02,897.44
KOSPI,19950420,908.73,-1.13,-0.12,909.64,914.13,904.92
KOSPI,19950419,909.86,-7.2,-0.79,916.22,919.29,909.86
KOSPI,19950418,917.06,-1.83,-0.2,919.23,925.64,915.7
KOSPI,19950417,918.89,7.48,0.82,911.52,922.11,911.52
KOSPI,19950415,911.41,5.35,0.59,906.53,915.14,906.39
KOSPI,19950414,906.06,14.86,1.67,891.14,906.06,887.24
KOSPI,19950413,891.2,-2.27,-0.25,892.92,894.7,888.05
KOSPI,19950412,893.47,0.2,0.02,893.17,899.68,893.07
KOSPI,19950411,893.27,-6.12,-0.68,898.76,898.76,886.57
KOSPI,19950410,899.39,-9.5,-1.05,908.73,916.28,899.37
KOSPI,19950408,908.89,-5.41,-0.59,914.22,917.01,908.78
KOSPI,19950407,914.3,8.52,0.94,905.56,914.3,903.77
KOSPI,19950406,905.78,-5.83,-0.64,911.59,916.9,903.04
KOSPI,19950404,911.61,-10.92,-1.18,922.18,922.18,907.86
KOSPI,19950403,922.53,-11.56,-1.24,934.04,934.97,920.61
KOSPI,19950401,934.09,2.31,0.25,932.87,937.39,926.81
KOSPI,19950331,931.78,4.85,0.52,926.24,931.92,924.04
KOSPI,19950330,926.93,-9.51,-1.02,936.47,942.46,926.25
KOSPI,19950329,936.44,-11.46,-1.21,947.48,947.59,936.44
KOSPI,19950328,947.9,-5.94,-0.62,953.92,964.04,947.88
KOSPI,19950327,953.84,-1.67,-0.17,955.32,957.64,953.2
KOSPI,19950325,955.51,1.89,0.2,953.69,960.94,953.69
KOSPI,19950324,953.62,6.35,0.67,947.22,956.08,947.08
KOSPI,19950323,947.27,5.5,0.58,941.86,950.1,938.85
KOSPI,19950322,941.77,-4.3,-0.45,946.02,950.3,937.91
KOSPI,19950321,946.07,-10.8,-1.13,956.79,957.05,946.04
KOSPI,19950320,956.87,5.53,0.58,951.21,963.82,951.21
KOSPI,19950318,951.34,-0.91,-0.1,952.13,956.02,948.32
KOSPI,19950317,952.25,-1.91,-0.2,953.94,963.0,944.37
KOSPI,19950316,954.16,0.45,0.05,953.62,959.42,952.25
KOSPI,19950315,953.71,-2.94,-0.31,956.52,962.47,952.66
KOSPI,19950314,956.65,3.49,0.37,953.0,958.02,948.01
KOSPI,19950313,953.16,-1.04,-0.11,954.15,969.45,953.16
KOSPI,19950311,954.2,9.83,1.04,944.42,954.96,944.42
KOSPI,19950310,944.37,0.62,0.07,943.78,951.38,940.87
KOSPI,19950309,943.75,3.67,0.39,939.54,945.44,935.02
KOSPI,19950308,940.08,3.95,0.42,936.23,944.12,935.18
KOSPI,19950307,936.13,2.69,0.29,933.49,941.55,930.36
KOSPI,19950306,933.44,14.29,1.55,919.52,933.52,919.52
KOSPI,19950304,919.15,11.19,1.23,908.11,920.87,907.74
KOSPI,19950303,907.96,4.54,0.5,903.68,913.06,895.62
KOSPI,19950302,903.42,17.73,2.0,885.4,908.94,884.99
KOSPI,19950228,885.69,-8.91,-1.0,893.58,900.2,882.08
KOSPI,19950227,894.6,-18.0,-1.97,911.14,911.14,881.55
KOSPI,19950225,912.6,19.71,2.21,893.45,912.6,891.0
KOSPI,19950224,892.89,-14.97,-1.65,907.12,907.12,892.44
KOSPI,19950223,907.86,-11.62,-1.26,919.18,927.82,907.74
KOSPI,19950222,919.48,1.73,0.19,917.35,921.37,910.7
KOSPI,19950221,917.75,-11.48,-1.24,929.21,934.56,917.73
KOSPI,19950220,929.23,19.79,2.18,909.54,929.42,909.52
KOSPI,19950218,909.44,-0.78,-0.09,909.54,909.54,895.34
KOSPI,19950217,910.22,-13.27,-1.44,923.38,925.86,910.17
KOSPI,19950216,923.49,-2.6,-0.28,925.95,925.95,911.07
KOSPI,19950215,926.09,-15.4,-1.64,941.48,941.85,924.88
KOSPI,19950214,941.49,-15.61,-1.63,957.13,960.16,937.66
KOSPI,19950213,957.1,3.39,0.36,954.95,961.82,954.95
KOSPI,19950211,953.71,-1.6,-0.17,955.14,959.24,949.35
KOSPI,19950210,955.31,-8.46,-0.88,963.85,966.34,953.97
KOSPI,19950209,963.77,5.42,0.57,958.79,968.55,958.79
KOSPI,19950208,958.35,15.83,1.68,942.7,961.47,942.7
KOSPI,19950207,942.52,-2.75,-0.29,945.63,952.96,941.02
KOSPI,19950206,945.27,-6.61,-0.69,951.82,963.14,944.62
KOSPI,19950204,951.88,11.24,1.19,940.73,953.86,938.78
KOSPI,19950203,940.64,-2.71,-0.29,943.42,946.06,933.62
KOSPI,19950202,943.35,17.79,1.92,925.6,947.93,925.6
KOSPI,19950128,925.56,18.51,2.04,906.71,926.58,906.71
KOSPI,19950127,907.05,-20.8,-2.24,927.59,927.59,905.71
KOSPI,19950126,927.85,11.0,1.2,916.76,934.9,916.43
KOSPI,19950125,916.85,0.02,0.0,916.77,929.28,905.05
KOSPI,19950124,916.83,-18.55,-1.98,934.96,934.96,916.83
KOSPI,19950123,935.38,-19.73,-2.07,955.02,955.02,935.38
KOSPI,19950121,955.11,-17.95,-1.84,973.04,973.08,955.11
KOSPI,19950120,973.06,-1.84,-0.19,974.93,980.9,973.02
KOSPI,19950119,974.9,8.24,0.85,966.53,980.06,966.53
KOSPI,19950118,966.66,9.7,1.01,956.88,974.47,956.88
KOSPI,19950117,956.96,-0.92,-0.1,957.93,968.68,949.37
KOSPI,19950116,957.88,-11.68,-1.2,969.01,969.01,957.63
KOSPI,19950114,969.56,-7.03,-0.72,976.05,976.05,946.32
KOSPI,19950113,976.59,-24.18,-2.42,1000.81,1003.73,976.59
KOSPI,19950112,1000.77,1.69,0.17,999.11,1011.69,999.06
KOSPI,19950111,999.08,5.64,0.57,993.5,1007.19,993.31
KOSPI,19950110,993.44,-4.88,-0.49,998.43,1007.2,992.92
KOSPI,19950109,998.32,9.52,0.96,989.02,1001.94,989.02
KOSPI,19950107,988.8,13.48,1.38,975.35,993.61,975.18
KOSPI,19950106,975.32,-0.74,-0.08,975.94,982.58,969.68
KOSPI,19950105,976.06,-20.95,-2.1,996.57,997.1,975.79
KOSPI,19950104,997.01,-16.56,-1.63,1013.98,1013.98,995.48
KOSPI,19950103,1013.57,-13.8,-1.34,1027.45,1030.65,1013.55
KOSPI,19941228,1027.37,2.04,0.2,1025.29,1033.96,1025.29
KOSPI,19941227,1025.33,0.73,0.07,1024.54,1030.97,1017.59
KOSPI,19941226,1024.6,-11.22,-1.08,1035.76,1039.11,1024.58
KOSPI,19941224,1035.82,-4.73,-0.45,1040.85,1047.86,1035.77
KOSPI,19941223,1040.55,0.35,0.03,1040.24,1053.95,1039.94
KOSPI,19941222,1040.2,13.34,1.3,1026.94,1041.04,1026.94
KOSPI,19941221,1026.86,2.87,0.28,1023.99,1033.21,1023.56
KOSPI,19941220,1023.99,-4.63,-0.45,1028.8,1032.63,1023.26
KOSPI,19941219,1028.62,-7.92,-0.76,1036.64,1037.36,1028.35
KOSPI,19941217,1036.54,-0.22,-0.02,1036.8,1040.02,1036.32
KOSPI,19941216,1036.76,8.89,0.86,1023.4,1038.12,1022.92
KOSPI,19941215,1027.87,1.25,0.12,1026.36,1036.74,1026.09
KOSPI,19941214,1026.62,0.73,0.07,1025.57,1034.38,1019.21
KOSPI,19941213,1025.89,-16.89,-1.62,1042.84,1046.49,1025.88
KOSPI,19941212,1042.78,9.51,0.92,1034.12,1045.34,1033.83
KOSPI,19941210,1033.27,-4.4,-0.42,1037.39,1038.38,1024.38
KOSPI,19941209,1037.67,-16.03,-1.52,1053.56,1053.6,1037.16
KOSPI,19941208,1053.7,-15.23,-1.42,1068.4,1068.94,1053.11
KOSPI,19941207,1068.93,-6.08,-0.57,1074.97,1080.83,1068.36
KOSPI,19941206,1075.01,9.98,0.94,1065.31,1079.83,1065.31
KOSPI,19941205,1065.03,11.0,1.04,1053.18,1067.77,1053.17
KOSPI,19941203,1054.03,0.4,0.04,1053.78,1065.59,1052.24
KOSPI,19941202,1053.63,-12.58,-1.18,1066.76,1067.82,1052.87
KOSPI,19941201,1066.21,-8.2,-0.76,1074.19,1080.69,1063.3
KOSPI,19941130,1074.41,-6.85,-0.63,1081.66,1092.08,1074.39
KOSPI,19941129,1081.26,11.78,1.1,1069.65,1082.73,1069.41
KOSPI,19941128,1069.48,-11.97,-1.11,1081.54,1087.41,1069.45
KOSPI,19941126,1081.45,2.11,0.2,1078.72,1087.46,1078.6
KOSPI,19941125,1079.34,-5.82,-0.54,1085.18,1092.32,1074.38
KOSPI,19941124,1085.16,-10.81,-0.99,1095.91,1100.98,1085.15
KOSPI,19941123,1095.97,-10.73,-0.97,1106.7,1114.23,1095.95
KOSPI,19941122,1106.7,-10.38,-0.93,1117.11,1121.94,1106.65
KOSPI,19941121,1117.08,-0.5,-0.04,1117.8,1126.26,1116.78
KOSPI,19941119,1117.58,-0.86,-0.08,1118.42,1125.98,1117.34
KOSPI,19941118,1118.44,-2.19,-0.2,1121.22,1126.88,1112.95
KOSPI,19941117,1120.63,1.88,0.17,1119.0,1125.11,1115.02
KOSPI,19941116,1118.75,-7.05,-0.63,1125.99,1128.85,1117.05
KOSPI,19941115,1125.8,-2.77,-0.25,1129.08,1136.89,1125.55
KOSPI,19941114,1128.57,12.34,1.11,1115.86,1128.72,1114.88
KOSPI,19941112,1116.23,-6.34,-0.56,1123.99,1131.07,1114.08
KOSPI,19941111,1122.57,-4.3,-0.38,1126.82,1137.85,1121.79
KOSPI,19941110,1126.87,-11.52,-1.01,1138.29,1140.97,1126.87
KOSPI,19941109,1138.39,-0.36,-0.03,1139.21,1145.66,1135.81
KOSPI,19941108,1138.75,5.76,0.51,1133.24,1143.47,1127.85
KOSPI,19941107,1132.99,7.98,0.71,1124.94,1144.68,1124.94
KOSPI,19941105,1125.01,5.49,0.49,1121.61,1131.53,1121.61
KOSPI,19941104,1119.52,1.79,0.16,1118.5,1130.05,1118.5
KOSPI,19941103,1117.73,11.99,1.08,1105.71,1119.57,1105.71
KOSPI,19941102,1105.74,-2.69,-0.24,1108.27,1117.05,1105.39
KOSPI,19941101,1108.43,2.81,0.25,1106.03,1116.82,1106.03
KOSPI,19941031,1105.62,7.36,0.67,1098.54,1115.76,1098.54
KOSPI,19941029,1098.26,15.68,1.45,1082.73,1098.36,1082.73
KOSPI,19941028,1082.58,-2.13,-0.2,1084.65,1091.38,1069.69
KOSPI,19941027,1084.71,-7.32,-0.67,1092.16,1102.58,1083.27
KOSPI,19941026,1092.03,1.01,0.09,1091.44,1103.28,1091.44
KOSPI,19941025,1091.02,9.87,0.91,1081.14,1098.6,1081.14
KOSPI,19941024,1081.15,-7.75,-0.71,1088.26,1092.09,1071.57
KOSPI,19941022,1088.9,-6.42,-0.59,1095.91,1106.45,1088.89
KOSPI,19941021,1095.32,6.55,0.6,1088.6,1103.27,1088.54
KOSPI,19941020,1088.77,-5.99,-0.55,1094.76,1096.82,1080.44
KOSPI,19941019,1094.76,-18.53,-1.66,1113.7,1122.29,1094.76
KOSPI,19941018,1113.29,3.42,0.31,1110.18,1128.14,1110.18
KOSPI,19941017,1109.87,13.39,1.22,1096.74,1110.66,1096.74
KOSPI,19941015,1096.48,-6.89,-0.62,1103.7,1117.93,1096.46
KOSPI,19941014,1103.37,6.83,0.62,1097.29,1108.85,1097.29
KOSPI,19941013,1096.54,6.88,0.63,1089.86,1104.79,1089.86
KOSPI,19941012,1089.66,11.0,1.02,1078.92,1092.88,1078.92
KOSPI,19941011,1078.66,9.98,0.93,1068.99,1083.69,1068.99
KOSPI,19941010,1068.68,6.72,0.63,1061.98,1072.27,1061.98
KOSPI,19941008,1061.96,-3.88,-0.36,1066.1,1071.54,1061.95
KOSPI,19941007,1065.84,-4.09,-0.38,1070.71,1081.14,1064.72
KOSPI,19941006,1069.93,12.64,1.2,1057.49,1069.95,1055.76
KOSPI,19941005,1057.29,-7.35,-0.69,1064.57,1077.94,1049.58
KOSPI,19941004,1064.64,10.41,0.99,1054.69,1066.85,1054.69
KOSPI,19941001,1054.23,3.72,0.35,1051.07,1063.47,1051.07
KOSPI,19940930,1050.51,12.96,1.25,1037.74,1053.27,1037.74
KOSPI,19940929,1037.55,-2.24,-0.22,1039.83,1044.57,1031.64
KOSPI,19940928,1039.79,-12.22,-1.16,1052.43,1058.36,1039.75
KOSPI,19940927,1052.01,6.89,0.66,1045.35,1056.07,1045.35
KOSPI,19940926,1045.12,7.71,0.74,1039.13,1047.63,1039.13
KOSPI,19940924,1037.41,6.42,0.62,1030.95,1042.17,1030.95
KOSPI,19940923,1030.99,-3.02,-0.29,1033.79,1038.46,1028.82
KOSPI,19940922,1034.01,10.4,1.02,1024.33,1040.3,1024.33
KOSPI,19940917,1023.61,22.81,2.28,1002.11,1023.66,1002.11
KOSPI,19940916,1000.8,12.05,1.22,993.11,1001.4,989.59
KOSPI,19940915,988.75,-10.61,-1.06,999.45,1005.7,982.63
KOSPI,19940914,999.36,3.98,0.4,995.64,1007.98,995.46
KOSPI,19940913,995.38,-0.32,-0.03,996.06,1006.79,994.81
KOSPI,19940912,995.7,9.18,0.93,986.22,996.22,986.22
KOSPI,19940910,986.52,1.72,0.17,984.67,989.32,982.11
KOSPI,19940909,984.8,-6.64,-0.67,991.43,1002.72,984.24
KOSPI,19940908,991.44,18.76,1.93,973.25,992.33,973.25
KOSPI,19940907,972.68,-4.82,-0.49,977.56,987.5,972.44
KOSPI,19940906,977.5,7.89,0.81,971.74,987.16,971.74
KOSPI,19940905,969.61,21.73,2.29,948.53,972.34,948.53
KOSPI,19940903,947.88,3.36,0.36,945.01,956.79,945.01
KOSPI,19940902,944.52,-4.71,-0.5,948.73,955.02,944.18
KOSPI,19940901,949.23,5.0,0.53,944.87,954.58,944.87
KOSPI,19940831,944.23,4.38,0.47,939.87,950.37,939.87
KOSPI,19940830,939.85,3.84,0.41,936.12,944.4,935.88
KOSPI,19940829,936.01,-5.17,-0.55,940.79,943.42,936.01
KOSPI,19940827,941.18,-10.2,-1.07,951.63,959.73,941.02
KOSPI,19940826,951.38,5.97,0.63,945.64,954.78,945.64
KOSPI,19940825,945.41,1.77,0.19,943.08,949.03,939.99
KOSPI,19940824,943.64,-7.87,-0.83,951.91,955.66,942.2
KOSPI,19940823,951.51,-11.45,-1.19,962.37,973.27,951.5
KOSPI,19940822,962.96,15.9,1.68,947.01,964.58,947.01
KOSPI,19940820,947.06,3.83,0.41,943.06,953.19,943.06
KOSPI,19940819,943.23,-3.25,-0.34,946.1,952.81,940.64
KOSPI,19940818,946.48,3.52,0.37,942.99,952.68,942.99
KOSPI,19940817,942.96,3.06,0.33,939.6,945.2,937.3
KOSPI,19940816,939.9,-4.71,-0.5,944.7,949.8,939.78
KOSPI,19940813,944.61,-1.13,-0.12,945.74,953.59,944.6
KOSPI,19940812,945.74,6.55,0.7,940.65,949.63,940.65
KOSPI,19940811,939.19,8.98,0.97,930.28,942.13,930.28
KOSPI,19940810,930.21,12.71,1.39,917.54,930.33,917.54
KOSPI,19940809,917.5,-2.26,-0.25,919.5,919.5,911.28
KOSPI,19940808,919.76,-12.41,-1.33,932.18,935.99,919.62
KOSPI,19940806,932.17,-3.65,-0.39,936.17,939.99,929.67
KOSPI,19940805,935.82,8.33,0.9,927.63,943.48,927.63
KOSPI,19940804,927.49,4.02,0.44,923.42,930.29,923.33
KOSPI,19940803,923.47,-4.08,-0.44,927.23,927.35,920.26
KOSPI,19940802,927.55,-5.14,-0.55,932.48,933.52,926.64
KOSPI,19940801,932.69,4.72,0.51,927.5,935.53,925.78
KOSPI,19940730,927.97,-5.69,-0.61,933.57,935.65,927.71
KOSPI,19940729,933.66,7.46,0.81,926.08,933.86,925.79
KOSPI,19940728,926.2,-8.02,-0.86,933.91,936.68,925.79
KOSPI,19940727,934.22,-0.98,-0.1,935.62,942.08,933.77
KOSPI,19940726,935.2,-3.92,-0.42,938.47,938.47,932.66
KOSPI,19940725,939.12,-11.46,-1.21,950.62,952.53,938.99
KOSPI,19940723,950.58,11.5,1.22,939.66,950.64,939.66
KOSPI,19940722,939.08,3.73,0.4,935.33,940.95,935.33
KOSPI,19940721,935.35,-1.32,-0.14,936.62,938.01,934.44
KOSPI,19940720,936.67,-2.38,-0.25,939.2,941.02,935.81
KOSPI,19940719,939.05,-5.75,-0.61,944.74,945.86,935.35
KOSPI,19940718,944.8,-4.93,-0.52,949.52,953.65,944.11
KOSPI,19940716,949.73,-0.51,-0.05,949.54,952.48,945.67
KOSPI,19940715,950.24,-8.48,-0.88,958.73,967.66,950.19
KOSPI,19940714,958.72,-3.25,-0.34,962.12,968.09,958.26
KOSPI,19940713,961.97,1.38,0.14,960.75,970.68,960.75
KOSPI,19940712,960.59,11.75,1.24,949.47,961.74,949.47
KOSPI,19940711,948.84,-7.54,-0.79,955.87,955.87,933.62
KOSPI,19940709,956.38,7.42,0.78,949.05,958.09,949.05
KOSPI,19940708,948.96,3.25,0.34,944.9,952.18,944.9
KOSPI,19940707,945.71,-7.77,-0.81,953.38,955.0,943.67
KOSPI,19940706,953.48,-7.01,-0.73,960.72,969.5,952.4
KOSPI,19940705,960.49,9.26,0.97,951.25,961.47,951.25
KOSPI,19940704,951.23,12.93,1.38,938.48,955.53,938.19
KOSPI,19940702,938.3,3.71,0.4,934.64,939.83,934.64
KOSPI,19940701,934.59,1.23,0.13,933.39,936.5,931.35
KOSPI,19940630,933.36,-0.6,-0.06,934.01,938.93,932.31
KOSPI,19940629,933.96,10.35,1.12,926.06,934.53,924.76
KOSPI,19940628,923.61,-7.43,-0.8,931.07,939.17,923.48
KOSPI,19940627,931.04,11.08,1.2,919.91,931.04,919.91
KOSPI,19940625,919.96,-9.49,-1.02,929.25,929.25,919.85
KOSPI,19940624,929.45,-6.12,-0.65,935.87,939.01,925.86
KOSPI,19940623,935.57,-0.82,-0.09,937.04,945.4,935.56
KOSPI,19940622,936.39,-0.44,-0.05,936.55,939.98,932.92
KOSPI,19940621,936.83,-5.67,-0.6,942.23,947.73,936.22
KOSPI,19940620,942.5,16.31,1.76,927.38,948.91,927.38
KOSPI,19940618,926.19,7.65,0.83,918.65,926.2,918.65
KOSPI,19940617,918.54,17.46,1.94,901.33,922.52,901.33
KOSPI,19940616,901.08,10.16,1.14,891.09,907.66,891.09
KOSPI,19940615,890.92,-12.8,-1.42,903.47,906.06,888.15
KOSPI,19940614,903.72,-19.52,-2.11,921.92,921.92,901.0
KOSPI,19940613,923.24,4.64,0.51,918.95,932.26,918.95
KOSPI,19940611,918.6,-10.34,-1.11,928.75,928.75,915.64
KOSPI,19940610,928.94,-6.85,-0.73,936.07,940.49,928.86
KOSPI,19940609,935.79,2.77,0.3,933.23,941.04,933.23
KOSPI,19940608,933.02,11.3,1.23,921.6,935.32,920.29
KOSPI,19940607,921.72,-8.54,-0.92,929.99,929.99,914.78
KOSPI,19940604,930.26,-12.17,-1.29,942.39,945.27,930.26
KOSPI,19940603,942.43,5.0,0.53,937.42,946.95,937.42
KOSPI,19940602,937.43,4.66,0.5,931.95,943.48,930.92
KOSPI,19940601,932.77,-6.72,-0.72,939.64,942.55,929.12
KOSPI,19940531,939.49,-6.15,-0.65,945.43,948.02,937.83
KOSPI,19940530,945.64,-6.32,-0.66,951.89,956.66,945.58
KOSPI,19940528,951.96,-1.9,-0.2,953.9,957.99,951.73
KOSPI,19940527,953.86,3.1,0.33,950.76,957.19,950.76
KOSPI,19940526,950.76,6.84,0.72,943.94,953.34,943.7
KOSPI,19940525,943.92,-1.97,-0.21,945.93,949.91,943.44
KOSPI,19940524,945.89,0.39,0.04,945.5,952.44,944.33
KOSPI,19940523,945.5,-0.69,-0.07,945.71,948.14,942.62
KOSPI,19940521,946.19,-2.31,-0.24,948.47,952.61,946.19
KOSPI,19940520,948.5,-3.23,-0.34,951.94,957.82,948.09
KOSPI,19940519,951.73,4.86,0.51,947.63,959.86,947.63
KOSPI,19940517,946.87,5.21,0.55,941.7,951.07,941.51
KOSPI,19940516,941.66,-0.72,-0.08,941.8,947.27,938.73
KOSPI,19940514,942.38,-8.07,-0.85,948.79,952.35,942.05
KOSPI,19940513,950.45,-2.0,-0.21,952.03,960.79,947.54
KOSPI,19940512,952.45,3.54,0.37,949.63,956.86,949.27
KOSPI,19940511,948.91,1.51,0.16,947.46,955.59,946.59
KOSPI,19940510,947.4,7.25,0.77,940.43,948.39,939.77
KOSPI,19940509,940.15,3.74,0.4,936.43,944.8,936.43
KOSPI,19940507,936.41,8.57,0.92,928.24,936.84,928.24
KOSPI,19940506,927.84,5.51,0.6,922.24,929.32,920.54
KOSPI,19940504,922.33,4.78,0.52,919.14,935.6,919.14
KOSPI,19940503,917.55,-1.71,-0.19,919.29,922.79,914.29
KOSPI,19940502,919.26,10.54,1.16,908.79,923.9,908.79
KOSPI,19940430,908.72,8.58,0.95,901.35,908.72,897.26
KOSPI,19940429,900.14,-9.25,-1.02,909.4,923.37,896.5
KOSPI,19940428,909.39,11.96,1.33,897.0,911.36,897.0
KOSPI,19940427,897.43,9.79,1.1,887.07,897.94,886.99
KOSPI,19940426,887.64,-5.06,-0.57,892.7,893.75,887.0
KOSPI,19940425,892.7,-0.03,0.0,892.88,901.86,892.64
KOSPI,19940423,892.73,7.88,0.89,883.99,893.15,883.73
KOSPI,19940422,884.85,2.88,0.33,881.77,887.64,878.66
KOSPI,19940421,881.97,1.13,0.13,880.5,888.6,879.04
KOSPI,19940420,880.84,-5.01,-0.57,885.96,887.06,880.81
KOSPI,19940419,885.85,-6.3,-0.71,892.06,897.31,885.56
KOSPI,19940418,892.15,-1.61,-0.18,893.67,899.33,889.43
KOSPI,19940416,893.76,4.28,0.48,889.75,900.87,889.75
KOSPI,19940415,889.48,5.96,0.67,883.58,889.61,883.47
KOSPI,19940414,883.52,1.19,0.13,882.15,892.75,880.63
KOSPI,19940413,882.33,1.46,0.17,880.88,892.89,879.8
KOSPI,19940412,880.87,-13.6,-1.52,894.17,895.96,880.87
KOSPI,19940411,894.47,11.05,1.25,883.45,896.44,883.45
KOSPI,19940409,883.42,10.89,1.25,872.51,885.28,872.51
KOSPI,19940408,872.53,9.17,1.06,863.3,876.14,862.87
KOSPI,19940407,863.36,0.32,0.04,863.11,868.39,863.11
KOSPI,19940406,863.04,2.57,0.3,860.52,866.56,859.77
KOSPI,19940404,860.47,5.1,0.6,854.98,865.62,853.95
KOSPI,19940402,855.37,-7.24,-0.84,862.36,863.66,853.47
KOSPI,19940401,862.61,-4.61,-0.53,867.17,869.92,860.55
KOSPI,19940331,867.22,1.54,0.18,865.32,869.86,860.66
KOSPI,19940330,865.68,-9.94,-1.14,875.73,876.4,865.57
KOSPI,19940329,875.62,-7.62,-0.86,883.35,886.15,875.6
KOSPI,19940328,883.24,10.56,1.21,872.38,883.25,871.66
KOSPI,19940326,872.68,4.65,0.54,869.42,873.11,869.3
KOSPI,19940325,868.03,-7.69,-0.88,876.13,877.61,864.57
KOSPI,19940324,875.72,-4.06,-0.46,880.01,882.19,875.42
KOSPI,19940323,879.78,1.83,0.21,878.47,887.9,876.53
KOSPI,19940322,877.95,-7.7,-0.87,884.51,886.5,874.73
KOSPI,19940321,885.65,-8.34,-0.93,891.17,891.17,883.65
KOSPI,19940319,893.99,0.92,0.1,891.86,899.95,891.45
KOSPI,19940318,893.07,-5.49,-0.61,897.06,904.11,886.21
KOSPI,19940317,898.56,-7.97,-0.88,906.81,907.32,898.21
KOSPI,19940316,906.53,-4.9,-0.54,911.32,911.32,904.25
KOSPI,19940315,911.43,-1.4,-0.15,911.59,916.64,908.81
KOSPI,19940314,912.83,9.41,1.04,904.77,921.58,904.77
KOSPI,19940312,903.42,1.55,0.17,902.91,910.01,899.92
KOSPI,19940311,901.87,23.29,2.65,881.14,907.61,881.14
KOSPI,19940310,878.58,0.73,0.08,875.09,885.17,874.8
KOSPI,19940309,877.85,-7.0,-0.79,885.22,885.22,869.07
KOSPI,19940308,884.85,-10.77,-1.2,894.55,897.99,881.47
KOSPI,19940307,895.62,-7.15,-0.79,902.1,902.5,894.03
KOSPI,19940305,902.77,6.22,0.69,895.66,903.46,895.66
KOSPI,19940304,896.55,-5.61,-0.62,902.57,907.54,889.57
KOSPI,19940303,902.16,-4.5,-0.5,906.07,908.2,900.76
KOSPI,19940302,906.66,-12.22,-1.33,918.53,918.53,903.1
KOSPI,19940228,918.88,-7.43,-0.8,927.81,935.07,917.3
KOSPI,19940226,926.31,6.55,0.71,923.16,928.46,921.32
KOSPI,19940225,919.76,-12.39,-1.33,930.52,930.68,917.36
KOSPI,19940224,932.15,-17.86,-1.88,949.68,949.68,932.06
KOSPI,19940223,950.01,-3.21,-0.34,953.48,962.22,942.49
KOSPI,19940222,953.22,7.22,0.76,946.39,959.21,946.39
KOSPI,19940221,946.0,13.07,1.4,933.59,946.16,933.59
KOSPI,19940219,932.93,7.54,0.81,926.74,937.56,926.74
KOSPI,19940218,925.39,5.01,0.54,922.64,932.76,917.74
KOSPI,19940217,920.38,-0.05,-0.01,920.7,932.71,918.14
KOSPI,19940216,920.43,18.62,2.06,906.64,920.43,906.64
KOSPI,19940215,901.81,0.43,0.05,901.01,907.31,895.62
KOSPI,19940214,901.38,-15.77,-1.72,917.1,922.54,901.37
KOSPI,19940212,917.15,-5.85,-0.63,917.31,926.37,914.35
KOSPI,19940208,923.0,8.12,0.89,914.01,923.16,896.92
KOSPI,19940207,914.88,-27.72,-2.94,941.89,941.89,914.88
KOSPI,19940205,942.6,-21.82,-2.26,964.43,977.09,941.8
KOSPI,19940204,964.42,9.4,0.98,955.52,970.91,955.52
KOSPI,19940203,955.02,-19.24,-1.97,965.77,965.77,948.28
KOSPI,19940202,974.26,14.16,1.47,960.13,985.32,960.13
KOSPI,19940201,960.1,14.39,1.52,945.06,960.89,945.06
KOSPI,19940131,945.71,-0.4,-0.04,946.22,965.56,945.64
KOSPI,19940129,946.11,19.36,2.09,926.76,948.83,926.76
